Time,Frequency Reference,Output Frequency,Output Current,Output Voltage,Output Power,DC Bus Voltage,Output Frequency After Soft-start,Peak Voltage Current,Regenerative Power  (kWh),Power Supply Voltage,Power Supply Frequency,Electric Power (kWh),Cooling Fin Temperature,Peak Voltage Output Frequency,Motor q-Axis Current during Fault,Fin Temperature,RPM Ref,RPM Out,Power Factor,Slip (%),Daya Semu (kVA),Efficiency (%),Daya Output Motor (kW),Torque (Nm),Load,Temperature (C),Lifetime,Anomaly_Score,Anomaly,Smoothed_Anomaly_Score,Filtered_Anomaly
188.287,48.17,48.18,86.33,371.2,45.3,587.0,48.18,199.8,0.0,399.0,49.9,940.0,36.0,2.23,-11.5,32.0,2890.2000000000003,2890.8,0.8161460183074211,0.0207555002075518,55.50477363590674,93.5,42.35549999999999,139.9982020547945,453.2705588562621,55.0,830750.9231841024,0.1326021280552554,1,0.15756935557399346,0
188.925,48.18,48.18,82.01,371.0,42.7,587.0,48.18,199.8,0.0,399.0,49.9,940.0,36.0,2.23,-11.5,32.0,2890.8,2890.8,0.8102639673617156,0.0,52.698875576356464,93.5,39.92450000000001,131.96298515981738,427.2550300918852,55.0,830750.9231841024,0.14024511277916918,1,0.15515140341740902,0
189.561,48.17,48.18,85.93,371.2,44.3,584.0,48.17,199.8,0.0,399.0,49.9,940.0,36.0,2.23,-11.5,32.0,2890.2000000000003,2890.8,0.8018448044211891,0.0207555002075518,55.247598731998906,93.5,41.4205,136.90773401826485,443.2645862545787,55.0,830750.9231841024,0.12744496753490298,1,0.15540260171592785,0
190.205,48.18,48.18,82.05,371.1,41.3,587.0,48.17,199.8,0.0,399.0,49.9,940.0,36.0,2.23,-11.5,32.0,2890.8,2890.8,0.7831047974714087,0.0,52.73879068721689,93.5,38.6155,127.6363299086758,413.24666844952816,55.0,830750.9231841024,0.11670730335821422,1,0.1520724457496096,0
190.841,48.16,48.16,86.24,371.1,45.8,585.0,48.16,199.8,0.0,399.0,49.9,940.0,36.0,2.23,-11.5,32.0,2889.6,2889.6,0.8262379685302552,0.0,55.431972076363,93.5,42.823,141.60221656976745,458.2735451571039,55.0,830750.9231841024,0.1408999693996721,1,0.15153496045979914,0
191.481,48.18,48.18,82.71,371.1,43.0,587.0,48.18,199.8,0.0,399.0,50.0,940.0,36.0,2.23,-11.5,32.0,2890.8,2890.8,0.8088329834129022,0.0,53.1630149633115,93.5,40.205,132.89012557077623,430.2568218723901,55.0,830750.9231841024,0.13678384438913438,1,0.15371734548375188,0
192.126,48.17,48.17,86.2,371.1,45.7,586.0,48.15,199.8,0.0,400.0,49.9,940.0,36.0,2.23,-11.5,32.0,2890.2000000000003,2890.2000000000003,0.8248165234593179,0.0,55.40626151417545,93.5,42.7295,141.2637092588748,457.2729478969355,55.0,830750.9231841024,0.16840459691490262,1,0.15490240741289316,0
192.77,48.18,48.18,82.14,371.1,43.9,584.0,48.18,199.8,0.0,398.0,49.9,940.0,36.0,2.23,-11.5,32.0,2890.8,2890.8,0.8314923157144529,0.0,52.79663945213888,93.5,41.0465,135.67154680365294,439.2621972139052,55.0,830750.9231841024,0.1664315484267423,1,0.1562161979881548,0
193.414,48.14,48.14,85.71,370.9,45.4,588.0,48.15,199.8,0.0,399.0,50.0,940.0,36.0,2.23,-11.5,32.0,2888.4,2888.4,0.8245308263816314,0.0,55.06161631243457,93.5,42.449,140.42383153302868,454.2711561164305,55.2,818459.2648489719,0.07230636644102517,1,0.15175292336005164,0
194.064,48.17,48.16,80.78,371.0,45.7,586.0,48.17,199.8,0.0,398.0,50.0,940.0,36.0,2.23,-11.5,32.0,2890.2000000000003,2889.6,0.880395500406278,0.0207641196013414,51.90848883133855,93.5,42.7295,141.29304142441862,457.2729478969356,55.2,818459.2648489719,0.17653013123449018,1,0.15199417144174665,0
194.708,48.18,48.18,83.68,371.2,45.3,592.0,48.18,199.8,0.0,399.0,50.0,940.0,36.0,2.23,-11.5,32.0,2890.8,2890.8,0.8419919426443554,0.0,53.80098989751738,93.5,42.355500000000006,139.99820205479452,453.2705588562621,55.2,818459.2648489719,0.1614026590738405,1,0.15213981441652355,0
195.358,48.17,48.17,80.42,371.0,45.2,585.0,48.17,199.8,0.0,398.0,50.0,941.0,36.0,2.23,-11.5,32.0,2890.2000000000003,2890.2000000000003,0.8746611344139724,0.0,51.677156125479655,93.5,42.262,139.71815445297904,452.2699615960939,55.2,818459.2648489719,0.20153416149275327,1,0.1534616497898097,0
196.008,48.17,48.17,81.97,371.1,41.4,591.0,48.17,199.8,0.0,400.0,49.9,941.0,36.0,2.23,-11.5,32.0,2890.2000000000003,2890.2000000000003,0.7857670698595228,0.0,52.68736956284179,93.5,38.709,127.97193792817104,414.2472657096965,55.2,818459.2648489719,0.17575660787832043,1,0.1530386601296981,0
196.658,48.14,48.14,82.8,370.9,45.3,585.0,48.15,199.8,0.0,399.0,50.0,941.0,36.0,2.23,-11.5,32.0,2888.4,2888.4,0.851628926969978,0.0,53.19218096686015,93.5,42.3555,140.11452793934356,453.2705588562621,55.2,818459.2648489719,0.08530640002150969,1,0.15034695157963388,0
197.309,48.18,48.18,82.32,371.1,39.6,588.0,48.18,199.8,0.0,400.0,49.9,941.0,36.0,2.23,-11.5,32.0,2890.8,2890.8,0.7484076920186716,0.0,52.91233698198287,93.5,37.026,122.38253424657536,396.2365150266663,55.2,818459.2648489719,0.06352588068438614,1,0.14538585895226036,0
197.962,48.18,48.17,86.24,371.2,44.7,585.0,48.17,199.8,0.0,400.0,49.9,941.0,36.0,2.23,-11.5,32.0,2890.8,2890.2000000000003,0.8061765854654399,0.0207598090097539,55.44690928252747,93.5,41.7945,138.17259964708325,447.26697529525205,55.2,818459.2648489719,0.1850020097584556,1,0.14705422851985642,0
198.613,48.18,48.18,82.36,371.2,44.2,586.0,48.19,199.8,0.0,399.0,49.9,941.0,36.0,2.23,-11.5,32.0,2890.8,2890.8,0.8347133058797487,0.0,52.95231271462155,93.5,41.327,136.59868721461186,442.2639889944103,55.2,818459.2648489719,0.1645669882989173,1,0.14895871017915235,0
199.271,48.15,48.15,85.4,371.1,45.1,591.0,48.17,199.8,0.0,399.0,49.9,941.0,36.0,2.23,-11.5,32.0,2889.0,2889.0,0.8216125974128476,0.0,54.892050270424406,93.5,42.16850000000001,139.46694963655247,451.2693643359256,55.2,818459.2648489719,0.14523118041570704,1,0.14835572413869558,0
199.922,48.15,48.14,79.54,370.8,44.1,587.0,48.15,199.8,0.0,399.0,50.0,941.0,36.0,2.23,-11.5,32.0,2889.0,2888.4,0.8632819290499152,0.0207727461570388,51.08412271357776,93.5,41.2335,136.40288481512255,441.263391734242,55.2,818459.2648489719,0.06849169905974362,1,0.1486106455384327,0
200.583,48.19,48.18,81.7,371.2,42.9,590.0,48.18,199.8,0.0,400.0,50.0,941.0,36.0,2.23,-11.5,32.0,2891.4,2890.8,0.8167076822609443,0.0207555002075361,52.52797412317364,93.5,40.11149999999999,132.58107876712327,429.2562246122218,55.2,818459.2648489719,0.13429815824442337,1,0.14679422836585324,0
201.243,48.16,48.16,84.57,371.1,44.2,584.0,48.17,199.8,0.0,399.0,49.9,941.0,36.0,2.23,-11.5,32.0,2889.6,2889.6,0.8131194639275532,0.0,54.35855610503269,93.5,41.327,136.65541424418603,442.2639889944103,55.2,818459.2648489719,0.19835339022807102,1,0.15166962729658992,0
201.921,48.16,48.16,81.26,370.8,44.1,586.0,48.15,199.8,0.0,399.0,49.9,941.0,36.0,2.23,-11.5,32.0,2889.6,2889.6,0.8450091636306947,0.0,52.18878314942582,93.5,41.2335,136.3462390988372,441.2633917342419,55.2,818459.2648489719,0.21356452003865312,1,0.1533260688384908,0
209.659,48.16,48.16,85.05,371.0,45.3,590.0,48.15,199.8,0.0,399.0,49.9,941.0,36.0,2.23,-11.5,32.0,2889.6,2889.6,0.8288755843412247,0.0,54.652351759164944,93.5,42.3555,140.05634084302326,453.2705588562621,55.2,818459.2648489719,0.18838338290410478,1,0.1544261974484335,0
211.047,48.15,48.15,81.04,370.9,46.0,585.0,48.16,199.8,0.0,399.0,50.0,941.0,36.0,2.23,-11.5,32.0,2889.0,2889.0,0.8835699529306793,0.0,52.06152591249212,93.5,43.01,142.25010384215992,460.2747396774406,55.2,818459.2648489719,0.10713664259701172,1,0.15319970108587042,0
211.593,48.16,48.16,81.61,371.0,46.0,583.0,48.17,199.8,0.0,399.0,50.0,941.0,36.0,2.23,-11.5,32.0,2889.6,2889.6,0.8771622176052889,0.0,52.44183923651324,93.5,43.01,142.2205668604651,460.27473967744055,55.2,818459.2648489719,0.15801839037401622,1,0.15194014862887062,0
212.13,48.17,48.17,81.08,371.1,45.7,584.0,48.18,199.8,0.0,399.0,50.0,941.0,36.0,2.23,-11.5,32.0,2890.2000000000003,2890.2000000000003,0.8769016319954761,0.0,52.115309554168746,93.5,42.7295,141.2637092588748,457.2729478969355,55.2,818459.2648489719,0.19676869524178087,1,0.15158595129242555,0
212.7,48.19,48.18,83.73,371.3,43.9,585.0,48.18,199.8,0.0,399.0,49.9,941.0,36.0,2.23,-11.5,32.0,2891.4,2890.8,0.8152632248013456,0.0207555002075361,53.84763922191764,93.5,41.0465,135.67154680365294,439.2621972139052,55.2,818459.2648489719,0.14483326987530343,1,0.15098639050704402,0
213.36,48.16,48.16,81.66,370.9,43.9,585.0,48.16,199.8,0.0,399.0,49.9,941.0,36.0,2.23,-11.5,32.0,2889.6,2889.6,0.8368308533962531,0.0,52.45982485209903,93.5,41.0465,135.72788880813954,439.26219721390527,55.2,818459.2648489719,0.21309989667185897,1,0.15240305512285707,0
214.019,48.14,48.14,83.38,370.9,44.2,592.0,48.15,199.8,0.0,400.0,49.9,941.0,36.0,2.23,-11.5,32.0,2888.4,2888.4,0.8251690263433,0.0,53.56478320068597,93.5,41.32699999999999,136.7121884088076,442.26398899441017,55.2,818459.2648489719,0.10233801812185117,1,0.15043749199794185,0
214.681,48.14,48.14,81.3,370.8,45.5,583.0,48.15,199.8,0.0,398.0,50.0,941.0,36.0,2.23,-11.5,32.0,2888.4,2888.4,0.8714059043286605,0.0,52.21447292700368,93.5,42.5425,140.73313512671373,455.2717533765989,55.2,818459.2648489719,0.08984632018989969,1,0.14586047465680388,0
215.346,48.17,48.17,82.01,371.0,42.7,585.0,48.16,199.8,0.0,399.0,50.0,941.0,36.0,2.23,-11.5,32.0,2890.2000000000003,2890.2000000000003,0.8102639673617156,0.0,52.698875576356464,93.5,39.92450000000001,131.9903804235001,427.2550300918851,55.2,818459.2648489719,0.20476627522448793,1,0.14826594622911163,0
216.009,48.17,48.18,84.39,371.2,45.4,591.0,48.17,199.8,0.0,399.0,50.0,941.0,36.0,2.23,-11.5,32.0,2890.2000000000003,2890.8,0.8367510597480312,0.0207555002075518,54.25747535195377,93.5,42.449,140.30724885844748,454.2711561164305,55.2,818459.2648489719,0.15808730225949436,1,0.1488606858784558,0
216.673,48.18,48.18,82.58,371.2,46.4,585.0,48.18,199.8,0.0,399.0,50.0,941.0,36.0,2.23,-11.5,32.0,2890.8,2890.8,0.8739256920404848,0.0,53.093758911770855,93.5,43.384,143.39771689497715,464.27712871811394,55.1,824582.1910894426,0.09611309919479472,1,0.14781629026711887,0
217.336,48.17,48.17,81.61,371.0,43.2,586.0,48.15,199.8,0.0,399.0,50.0,941.0,36.0,2.23,-11.5,32.0,2890.2000000000003,2890.2000000000003,0.8237697347945321,0.0,52.44183923651324,93.5,40.392,133.5359352293959,432.2580163927269,55.1,824582.1910894426,0.20247367866660448,1,0.1506751694440652,0
218.003,48.16,48.15,83.55,371.0,44.2,590.0,48.15,199.8,0.0,399.0,49.9,941.0,36.0,2.23,-11.5,32.0,2889.6,2889.0,0.8232680819039703,0.0207684319833821,53.68846548475286,93.5,41.327,136.68379543094497,442.2639889944103,55.1,824582.1910894426,0.16582238027397678,1,0.15150591647320868,0
218.672,48.14,48.14,82.93,370.9,43.3,585.0,48.14,199.8,0.0,399.0,49.9,941.0,36.0,2.23,-11.5,32.0,2888.4,2888.4,0.8127533538165367,0.0,53.2756952606487,93.5,40.4855,133.92845606564188,433.2586136528952,55.1,824582.1910894426,0.08531174040490797,1,0.14979017967373448,0
219.341,48.18,48.18,80.6,371.0,44.1,587.0,48.18,199.8,0.0,398.0,50.0,941.0,36.0,2.23,-11.5,32.0,2890.8,2890.8,0.8514693328092708,0.0,51.7928224784091,93.5,41.2335,136.2896404109589,441.263391734242,55.2,818459.2648489719,0.15403735040803274,1,0.1493112714568388,0
220.012,48.17,48.17,82.54,371.1,40.9,589.0,48.18,199.8,0.0,399.0,50.0,941.0,36.0,2.23,-11.5,32.0,2890.2000000000003,2890.2000000000003,0.7709163593058526,0.0,53.053745074014415,93.5,38.2415,126.42638312227528,409.2442794088548,55.2,818459.2648489719,0.1606714771847358,1,0.14911926908210527,0
220.683,48.16,48.16,85.71,371.1,46.2,586.0,48.17,199.8,0.0,399.0,49.9,941.0,36.0,2.23,-11.5,32.0,2889.6,2889.6,0.838607802373973,0.0,55.09130712737793,93.5,43.197,142.83891715116278,462.2759341977772,55.2,818459.2648489719,0.12014995999068279,1,0.1507140555337605,0
221.358,48.15,48.15,79.81,370.9,44.7,585.0,48.17,199.8,0.0,399.0,50.0,941.0,36.0,2.23,-11.5,32.0,2889.0,2889.0,0.8718318919531581,0.0,51.27135220972353,93.5,41.7945,138.229992211838,447.26697529525205,55.2,818459.2648489719,0.14454485271940642,1,0.14964787958325773,0
222.033,48.16,48.16,81.61,370.9,43.0,588.0,48.15,199.8,0.0,400.0,50.0,941.0,36.0,2.23,-11.5,32.0,2889.6,2889.6,0.8201770580056252,0.0,52.42770396987267,93.5,40.205,132.9453125,430.2568218723901,55.1,824582.1910894426,0.18919937033846823,1,0.15057443662541198,0
222.708,48.18,48.18,83.16,371.2,43.8,589.0,48.18,199.8,0.0,399.0,50.0,941.0,36.0,2.23,-11.5,32.0,2890.8,2890.8,0.8192020585092514,0.0,53.4666625224372,93.5,40.953,135.3625,438.2615999537369,55.1,824582.1910894426,0.1511853964926716,1,0.1488961444587426,0
223.386,48.18,48.18,87.3,371.2,45.9,587.0,48.16,199.8,0.0,399.0,50.0,941.0,36.0,2.23,-11.5,32.0,2890.8,2890.8,0.8177675004629987,0.0,56.128422777883216,93.5,42.91649999999999,141.8524828767123,459.2741424172721,55.1,824582.1910894426,0.07203447086348869,1,0.14543873989158154,0
224.061,48.18,48.18,80.42,371.1,44.9,585.0,48.16,199.8,0.0,399.0,50.0,941.0,36.0,2.23,-11.5,32.0,2890.8,2890.8,0.8686217315511712,0.0,51.69108527807413,93.5,41.9815,138.76201484018264,449.2681698155888,55.1,824582.1910894426,0.1629633317195966,1,0.14802730428151778,0
224.734,48.18,48.18,82.63,371.0,42.6,587.0,48.16,199.8,0.0,400.0,50.0,941.0,36.0,2.23,-11.5,32.0,2890.8,2890.8,0.8023009553997918,0.0,53.09728190311345,93.5,39.831,131.6539383561644,426.2544328317167,55.1,824582.1910894426,0.12784913650064633,1,0.15017141280872645,0
225.413,48.16,48.16,80.95,371.0,40.8,590.0,48.17,199.8,0.0,399.0,50.0,941.0,36.0,2.23,-11.5,32.0,2889.6,2889.6,0.7843479630511907,0.0,52.01772927577193,93.5,38.148,126.1434593023256,408.2436821486865,55.1,824582.1910894426,0.10747512032980289,1,0.14758718316110467,0
226.099,48.15,48.15,84.92,371.0,43.6,590.0,48.17,199.8,0.0,399.0,50.0,941.0,36.0,2.23,-11.5,32.0,2889.0,2889.0,0.7989911461514336,0.0,54.5688149487159,93.5,40.766,134.82835929387332,436.26040543340025,55.1,824582.1910894426,0.1334920670639239,1,0.14655135245327156,0
226.777,48.18,48.17,82.45,371.2,44.7,583.0,48.17,199.8,0.0,398.0,49.9,941.0,36.0,2.23,-11.5,32.0,2890.8,2890.2000000000003,0.8432343084358949,0.0207598090097539,53.010177068000814,93.5,41.7945,138.17259964708325,447.26697529525205,55.1,824582.1910894426,0.22047007097344828,1,0.14905931547186296,0
227.458,48.18,48.17,79.85,371.0,45.4,585.0,48.18,199.8,0.0,397.0,50.0,941.0,36.0,2.23,-11.5,32.0,2890.8,2890.2000000000003,0.8848026107310039,0.0207598090097539,51.31087934120306,93.5,42.449,140.33637637533732,454.27115611643046,55.1,824582.1910894426,0.16595615261152113,1,0.15230813059025552,0
228.14,48.18,48.18,82.98,371.1,43.1,585.0,48.17,199.8,0.0,399.0,50.0,941.0,36.0,2.23,-11.5,32.0,2890.8,2890.8,0.808076092334745,0.0,53.33656125807748,93.5,40.2985,133.1991723744292,431.2574191325584,55.2,818459.2648489719,0.12458295718236323,1,0.15198429055485355,0
228.824,48.17,48.17,81.66,371.1,42.1,589.0,48.18,199.8,0.0,400.0,49.9,941.0,36.0,2.23,-11.5,32.0,2890.2000000000003,2890.2000000000003,0.8020863740310693,0.0,52.48811270588825,93.5,39.3635,130.13571465642514,421.2514465308749,55.2,818459.2648489719,0.18807933532079935,1,0.15164182205794446,0
229.508,48.18,48.18,84.43,371.2,46.0,588.0,48.18,199.8,0.0,399.0,50.0,941.0,36.0,2.23,-11.5,32.0,2890.8,2890.8,0.8474077811450489,0.0,54.28319284234456,93.5,43.01,142.16152968036528,460.2747396774405,55.2,818459.2648489719,0.12885827052955123,1,0.14881828040764108,0
230.194,48.18,48.18,83.77,371.2,44.9,584.0,48.18,199.8,0.0,399.0,50.0,941.0,36.0,2.23,-11.5,32.0,2890.8,2890.8,0.83366051180438,0.0,53.85885425089664,93.5,41.9815,138.76201484018264,449.2681698155888,55.2,818459.2648489719,0.16984476930051856,1,0.1482003266208549,0
230.876,48.18,48.17,79.94,371.0,46.4,585.0,48.18,199.8,0.0,397.0,49.9,941.0,36.0,2.23,-11.5,32.0,2890.8,2890.2000000000003,0.9032735633395748,0.0207598090097539,51.36871251766779,93.5,43.38400000000001,143.42748598712893,464.27712871811406,55.2,818459.2648489719,0.0993612341060427,1,0.14794114633782257,0
231.563,48.17,48.18,82.27,371.1,44.5,587.0,48.16,199.8,0.0,399.0,50.0,941.0,36.0,2.23,-11.5,32.0,2890.2000000000003,2890.8,0.841524824552342,0.0207555002075518,52.88019877924842,93.5,41.6075,137.52582762557077,445.2657807749153,55.2,818459.2648489719,0.1742665467640664,1,0.14848275155082422,0
232.25,48.17,48.17,81.74,371.1,39.5,590.0,48.18,199.8,0.0,400.0,50.0,941.0,36.0,2.23,-11.5,32.0,2890.2000000000003,2890.2000000000003,0.7518148167741747,0.0,52.53953383026335,93.5,36.9325,122.09882966576706,395.2359177664979,55.2,818459.2648489719,0.11855969715923842,1,0.14587578494807285,0
232.937,48.17,48.17,85.53,371.1,45.7,590.0,48.16,199.8,0.0,400.0,50.0,941.0,36.0,2.23,-11.5,32.0,2890.2000000000003,2890.2000000000003,0.8312777308803134,0.0,54.975609597533946,93.5,42.72950000000001,141.26370925887483,457.2729478969356,55.2,818459.2648489719,0.1813514923018723,1,0.14709305902895847,0
233.621,48.18,48.18,84.87,371.2,45.4,585.0,48.17,199.8,0.0,399.0,50.0,941.0,36.0,2.23,-11.5,32.0,2890.8,2890.8,0.8320186394737404,0.0,54.56608523664316,93.5,42.449,140.30724885844748,454.2711561164305,55.2,818459.2648489719,0.15468406924599926,1,0.1451458647814298,0
234.313,48.17,48.17,79.94,371.0,45.4,585.0,48.17,199.8,0.0,399.0,50.0,941.0,36.0,2.23,-11.5,32.0,2890.2000000000003,2890.2000000000003,0.8838064606813942,0.0,51.36871251766779,93.5,42.449,140.33637637533732,454.27115611643046,55.2,818459.2648489719,0.17287493018854194,1,0.14749709518365284,0
235.004,48.16,48.17,79.72,370.9,44.5,588.0,48.17,199.8,0.0,398.0,49.9,941.0,36.0,2.23,-11.5,32.0,2889.6,2890.2000000000003,0.868910930063606,0.0207598090097696,51.21353462171608,93.5,41.6075,137.55437772472493,445.26578077491536,55.2,818459.2648489719,0.16454163210950928,1,0.14998693891430648,0
235.697,48.17,48.16,81.52,371.1,39.8,588.0,48.18,199.8,0.0,399.0,49.9,941.0,36.0,2.23,-11.5,32.0,2890.2000000000003,2889.6,0.7595691532714556,0.0207641196013414,52.39812573823181,93.5,37.213,123.05170784883722,398.237709547003,55.2,818459.2648489719,0.11437881092811808,1,0.14697402343776084,0
236.392,48.17,48.17,82.71,371.1,40.5,588.0,48.16,199.8,0.0,400.0,50.0,941.0,36.0,2.23,-11.5,32.0,2890.2000000000003,2890.2000000000003,0.7618078099586637,0.0,53.1630149633115,93.5,37.8675,125.18993927755864,405.2418903681814,55.2,818459.2648489719,0.1502925458780343,1,0.14671419822504547,0
237.086,48.18,48.18,83.99,371.2,45.6,591.0,48.17,199.8,0.0,399.0,49.9,941.0,36.0,2.23,-11.5,32.0,2890.8,2890.8,0.8444397461060809,0.0,54.00030044804594,93.5,42.636,140.92534246575343,456.27235063676727,55.2,818459.2648489719,0.14731512031184835,1,0.1484209322622806,0
237.78,48.17,48.17,85.89,371.2,46.2,587.0,48.17,199.8,0.0,399.0,49.9,941.0,36.0,2.23,-11.5,32.0,2890.2000000000003,2890.2000000000003,0.8366248842169036,0.0,55.22188124160813,93.5,43.19700000000001,142.80926406477062,462.2759341977773,55.2,818459.2648489719,0.13083481529662622,1,0.14603297014994798,0
238.476,48.18,48.18,82.71,371.2,45.2,584.0,48.18,199.8,0.0,398.0,49.9,941.0,36.0,2.23,-11.5,32.0,2890.8,2890.8,0.8499860910267558,0.0,53.1773407555409,93.5,42.262,139.68915525114156,452.26996159609376,55.2,818459.2648489719,0.16469874982087335,1,0.14599551580151124,0
239.18,48.17,48.17,80.2,371.1,46.3,583.0,48.17,199.8,0.0,397.0,50.0,941.0,36.0,2.23,-11.5,32.0,2890.2000000000003,2890.2000000000003,0.8981627534330326,0.0,51.549677186042594,93.5,43.29050000000001,143.11837502594975,463.2765314579457,55.2,818459.2648489719,0.12507491100281787,1,0.14732095482144156,0
239.878,48.16,48.15,80.33,370.9,43.1,587.0,48.17,199.8,0.0,399.0,50.0,941.0,36.0,2.23,-11.5,32.0,2889.6,2889.0,0.8351837629764037,0.0207684319833821,51.60540938487773,93.5,40.2985,133.28216251298025,431.2574191325584,55.2,818459.2648489719,0.12564115942066023,1,0.14637441512186244,0
240.576,48.17,48.17,82.71,371.0,43.0,587.0,48.16,199.8,0.0,400.0,49.9,941.0,36.0,2.23,-11.5,32.0,2890.2000000000003,2890.2000000000003,0.8090509976941456,0.0,53.14868917108209,93.5,40.205,132.91771330703756,430.2568218723901,55.2,818459.2648489719,0.19685033632658205,1,0.1475803770932573,0
241.277,48.17,48.15,80.69,371.0,39.5,590.0,48.17,199.8,0.0,400.0,49.9,941.0,36.0,2.23,-11.5,32.0,2890.2000000000003,2889.0,0.7618032887166992,0.0415368639667799,51.85065565487383,93.5,36.9325,122.14954569055035,395.2359177664979,55.2,818459.2648489719,0.046289686065513425,1,0.14511836796241837,0
241.978,48.17,48.17,81.83,371.1,43.3,591.0,48.17,199.8,0.0,399.0,50.0,941.0,36.0,2.23,-11.5,32.0,2890.2000000000003,2890.2000000000003,0.8232348809684608,0.0,52.59738259518535,93.5,40.4855,133.84504619057503,433.2586136528952,55.2,818459.2648489719,0.20574354157112196,1,0.14715832425747555,0
242.687,48.18,48.18,85.05,371.2,45.4,590.0,48.16,199.8,0.0,399.0,50.0,941.0,36.0,2.23,-11.5,32.0,2890.8,2890.8,0.8302577534642722,0.0,54.681813943401686,93.5,42.449,140.30724885844748,454.2711561164305,55.2,818459.2648489719,0.15637505475638164,1,0.1460641804047393,0
243.389,48.16,48.16,86.11,371.1,44.9,585.0,48.17,199.8,0.0,399.0,50.0,941.0,36.0,2.23,-11.5,32.0,2889.6,2889.6,0.8112247085279896,0.0,55.34841274925346,93.5,41.9815,138.8196402616279,449.2681698155888,55.2,818459.2648489719,0.1771372887750003,1,0.14692924348081693,0
244.09,48.17,48.17,82.67,371.1,45.0,585.0,48.17,199.8,0.0,399.0,50.0,941.0,36.0,2.23,-11.5,32.0,2890.2000000000003,2890.2000000000003,0.84686267975325,0.0,53.13730440112396,93.5,42.075,139.0999325306207,450.268767075757,55.2,818459.2648489719,0.21830120852801443,1,0.15180480140296781,0
244.79,48.17,48.17,80.82,371.0,45.8,586.0,48.15,199.8,0.0,399.0,50.0,941.0,36.0,2.23,-11.5,32.0,2890.2000000000003,2890.2000000000003,0.8818852826214878,0.0,51.93419246532287,93.5,42.823,141.57282022005396,458.2735451571039,55.2,818459.2648489719,0.18756614710527603,1,0.1526248952491571,0
245.493,48.18,48.17,80.07,371.0,45.2,587.0,48.17,199.8,0.0,399.0,50.0,941.0,36.0,2.23,-11.5,32.0,2890.8,2890.2000000000003,0.8784844314920902,0.0207598090097539,51.45224932811684,93.5,42.26199999999999,139.71815445297898,452.2699615960936,55.2,818459.2648489719,0.18437729895744603,1,0.15450916733105044,0
246.201,48.17,48.17,81.74,371.0,43.7,586.0,48.17,199.8,0.0,399.0,50.0,941.0,36.0,2.23,-11.5,32.0,2890.2000000000003,2890.2000000000003,0.831978812696712,0.0,52.525376046962286,93.5,40.8595,135.08149003529164,437.26100269356846,55.2,818459.2648489719,0.21581507499364389,1,0.1581204991531785,0
246.911,48.17,48.17,81.39,371.0,38.5,587.0,48.17,199.8,0.0,399.0,50.0,941.0,36.0,2.23,-11.5,32.0,2890.2000000000003,2890.2000000000003,0.7361310625390773,0.0,52.300469249599466,93.5,35.9975,119.0077200539755,385.2299451648144,55.2,818459.2648489719,0.04725475431815196,1,0.15524592206165275,0
247.616,48.17,48.17,81.83,371.1,41.7,590.0,48.16,199.8,0.0,399.0,49.9,941.0,36.0,2.23,-11.5,32.0,2890.2000000000003,2890.2000000000003,0.792815116313737,0.0,52.59738259518535,93.5,38.9895,128.8992708117085,417.2490574902015,55.2,818459.2648489719,0.18303417860002857,1,0.15399805898253874,0
248.325,48.17,48.17,82.58,371.1,43.7,591.0,48.17,199.8,0.0,399.0,50.0,941.0,36.0,2.23,-11.5,32.0,2890.2000000000003,2890.2000000000003,0.8232940499524479,0.0,53.07945563620196,93.5,40.85949999999999,135.08149003529164,437.26100269356846,55.2,818459.2648489719,0.21515607728137714,1,0.15563805647153395,0
249.036,48.17,48.17,84.65,371.1,43.8,591.0,48.17,199.8,0.0,399.0,50.0,941.0,36.0,2.23,-11.5,32.0,2890.2000000000003,2890.2000000000003,0.8049994179436403,0.0,54.4099772294078,93.5,40.953,135.39060099647082,438.2615999537369,55.2,818459.2648489719,0.18151136591050204,1,0.15753567009580524,0
249.749,48.17,48.17,87.3,371.1,46.4,587.0,48.16,199.8,0.0,399.0,49.9,941.0,36.0,2.23,-11.5,32.0,2890.2000000000003,2890.2000000000003,0.8268984067489716,0.0,56.11330197433314,93.5,43.38399999999999,143.42748598712888,464.2771287181138,55.2,818459.2648489719,0.08997528978411873,1,0.15426553524458256,0
250.462,48.17,48.17,86.2,371.2,45.6,585.0,48.17,199.8,0.0,399.0,49.9,941.0,36.0,2.23,-11.5,32.0,2890.2000000000003,2890.2000000000003,0.8227899567917601,0.0,55.42119179213669,93.5,42.636,140.95459829769567,456.2723506367672,55.2,818459.2648489719,0.17110821275617671,1,0.15567386665213676,0
251.175,48.15,48.15,82.71,371.0,43.7,584.0,48.17,199.8,0.0,398.0,50.0,941.0,36.0,2.23,-11.5,32.0,2889.0,2889.0,0.822221595331027,0.0,53.14868917108209,93.5,40.8595,135.1375986500519,437.26100269356846,55.2,818459.2648489719,0.16769207477887715,1,0.15560211016808204,0
251.888,48.17,48.17,81.04,371.0,45.5,585.0,48.17,199.8,0.0,399.0,49.9,941.0,36.0,2.23,-11.5,32.0,2890.2000000000003,2890.2000000000003,0.8737303613711764,0.0,52.07556245223665,93.5,42.5425,140.64548733651648,455.2717533765989,55.2,818459.2648489719,0.20521961274673534,1,0.15913072278943843,0
